Concept_Name,TermType,Template_ID,LOINC_Code,LOINC_Code2,Excluded,Compound,Notes
PT PLAN OF CARE,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
PT Result,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Pt Returns For,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
R&B note anesthesia,Anesthesia Section,2.16.840.1.113883.10.20.22.2.25,59774-0,NULL,N,NULL,NULL
RADIOLOGISTS SIGNATURES,Attending Physician Name,NULL,NULL,NULL,N,NULL,NULL
Radiology Study -Recommendations,Radiology Study -Recommendations,N/A,18783-1,NULL,N,NULL,NULL
Radiology/Nuclear Medicine,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Reactions to dental/other local anesthesia (novocaine)?,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
reason for admission,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Reason For Call,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Reason For Call Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Reason for Consult,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Reason for Consultation,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Reason for Hospitalization,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Reason for Referral,Reason for Referral Section,1.3.6.1.4.1.19376.1.5.3.1.3.1,42349-1,NULL,N,NULL,NULL
Reason for Referral 2,Reason for Referral Section,1.3.6.1.4.1.19376.1.5.3.1.3.1,42349-1,NULL,N,NULL,NULL
Reason for Referral 3,Reason for Referral Section,1.3.6.1.4.1.19376.1.5.3.1.3.1,42349-1,NULL,N,NULL,NULL
Reason for Visit,Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reason for Visit (patient`s own words),Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reason for Visit (subjective data),Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reason for Visit/ Chief Complaint,Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reason for Visit/Chief Complaint,Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reason for Visit/Chief Complaint,Chief Complaint Section/ Reason for Visit,1.3.6.1.4.1.19376.1.5.3.1.1.13.2.1,46239-0,NULL,N,NULL,NULL
Reason for Visit?,Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Reassessment 1,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Reassessment 2,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Reassessment 3,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Reassessment 4,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Recent Blood Pressure Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Recent BP findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
recent examinations,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Recent Imaging Studies,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Recent labs,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Recent Medication Changes with date,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Recent Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Recent studies,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Recent Updates,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Recheck,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Recommendation,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Recommendations,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
"Recommended preventive behaviors, interventions, or genetic testing",Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Reconciled Medication List,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Reconstitution Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Recreational drug use,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Refer for Advance Directives Triage Nurse,Advance Directives Section,2.16.840.1.113883.10.20.22.2.21,42348-3,NULL,N,NULL,NULL
Reference Ranges,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Referral Information,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Referred by,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Referred by Referring MD,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Referring MD,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Referring physician,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Referring Provider,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Reflex Abdomen,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Reflex Exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Refraction,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Regular exercise,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Rehab Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Rehabilitation Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Relevant Concurrent Medical Problems/Symptoms,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
RELEVANT FAMILY HISTORY,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Relevant History,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
"Relevant, Concurrent Medical Problems/Symptoms",Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Renal Ultrasound Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Report dictated,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Reported Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Resident Assessment and Plan,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Respiratory Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Respiratory System,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Restlessness Observation during assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Result,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results Follow Up,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results of physician visit/testing,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results of Physician visit/tests,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results of the above will be communicated to you,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results Return Visit,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Results Statement,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Return Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Review of Additional Records,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Review of Donor Data,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Review of records,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Review of Result Notification and Follow-up Procedure,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Review of Symptoms,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Review of Symptoms,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Review of Systems,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Review of Systems (Pain Center),Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Review of Systems (ROS),Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Review of Systems/Symptoms,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Reviewed By,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Reviewed personal and family history (as described below)?,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Reviewed:,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Rheumatology Exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Risk Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Risk Factors,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Risk Status,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Risks,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
RN's Signature,RN name,NULL,NULL,NULL,Y,NULL,NULL
ROM Assessment/Gross Strength,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
ROS,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
ROS - Review of Systems,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
ROS Attending Attestation,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Routine Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Rx,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Rx Renewal for Blood Pressure Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Rx Renewal for Cholesterol Medication,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Rx Renewal for Diabetic Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Rx Renwal for Thyroid Medication,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Safety,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Safety Issues,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Sagittal alignment assessment,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
"Scents, oils, lotion allergies",Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
School/Environment,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Schwartz Outcome Scale Score,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Score ETOH,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Scratch Testing,Results Section,2.16.840.1.113883.10.20.22.2.3,NULL,NULL,N,NULL,NULL
Seasonal Allergies,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
Secondary procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Secondary Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Section I,Section Header,NULL,NULL,NULL,Y,NULL,NULL
See last procedure note,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Sexual History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
SH,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
She is on the following medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,Y,NULL,? He
Short Term Goal,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Short Term Goals,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Shots/Immunizations,Immunizations,2.16.840.1.113883.10.20.22.2.2,11369-6,NULL,N,NULL,NULL
SHx,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Sibling medical history,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Side Effects,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
Signature,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Significant Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Significant Health/Psychosocial History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Significant Illness/Injury since last physical exam?,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Significant Meds,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Significant Past History,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Significant Surgical and Invasive Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Signs of allergies,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
Since the Last Visit,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Site Biopsy Procedure Note,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Skeletal Review Of Systems,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Skin Exam,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Skin Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
SKIN TEST PANEL;,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Skin Test Result Positive,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Sleep,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,Y,NULL,NULL
Sleep Medications and/or comments,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Sleep Study,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Sleep/Exercise/Diet,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Sleep/Exercise/Diet Smoker,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Slit Lamp,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
SMBG,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Smoking and Alcohol History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Smoking History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Soc Hx,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
SOC HX / Habits,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
SOC HX/Habits,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social / Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Social and Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Social Data,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social history - ETOH,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social history - IVDU,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social history - Other,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social history - TOB,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social History (may contain confidential material),Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
SOCIAL HISTORY (per lmr),Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
"Social History (Smoking, Computer Use, Able to Drive?, Occupation, Lives with?)",Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social History / Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Social History Habits,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social History Review,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social History/Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Social Hx,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social Work,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Social Work Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Social Work Intervention,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,?
Social/Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
SOCIAL/FAMILYHISTORY,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Soft tissue assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Special Considerations,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Special Learning Needs,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Specify behavior objective and how it will improve health,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
specimen,Procedure Specimens Taken,2.16.840.1.113883.10.20.22.2.31,59773-2,NULL,N,NULL,NULL
Specimen Information,Specimen-related information panel,NULL,68992-7,NULL,N,NULL,NULL
Specimens,Specimen-related information panel,NULL,68992-7,NULL,N,NULL,NULL
Spinal problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Sputum culture,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Standing coronal postural assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
States name and schedule for use of oral medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Status Check,General Status Section,2.16.840.1.113883.10.20.2.5,10210-3,NULL,N,NULL,NULL
"Stomach, bowel or gallbladder problems",Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Strength Impairments,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Stress Management,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Subjective,Subjective,2.16.840.1.113883.10.20.21.2.2,61150-9,NULL,N,NULL,NULL
Subjective (Progress Note),Subjective,2.16.840.1.113883.10.20.21.2.2,61150-9,NULL,N,NULL,NULL
Subjective Complaints,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Subjective History,History of Present Illness Section,1.3.6.1.4.1.19376.1.5.3.1.3.4,10164-2,NULL,N,NULL,NULL
"Subjective/Objective Progress (ieepisodes of incont, voiding freq)",Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,?
"Subjective/Objective Progress (ieepisodes of incont, voiding freq)",Subjective,2.16.840.1.113883.10.20.21.2.2,61150-9,NULL,N,NULL,NULL
Substance Abuse,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Substance Treatment History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Substance Use History,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Substances,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
summary,Document Summary,N/A,55112-7,NULL,N,NULL,NULL
Summary of Assessment and Patient Priorities,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Summary of coaching,Document Summary,N/A,55112-7,NULL,N,NULL,NULL
Summary Statement,Document Summary,N/A,55112-7,NULL,N,NULL,NULL
Supervising Physician,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Supervisor Sign-off,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Surgical (OR) Procedures,Hospital Course Section,1.3.6.1.4.1.19376.1.5.3.1.3.5,8648-8,NULL,N,NULL,NULL
Surgical Drains Section,Surgical Drains Section,2.16.840.1.113883.10.20.7.13,11537-8,NULL,N,NULL,NULL
Surgical History/Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Surgical Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Surgical Procedure(s),Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Symptom Checklist,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Symptoms,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Symptoms and Side Effects,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Systemic Review,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Take oral medications for diabetes?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
"Taking Medications Regularly, Compliant?",Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Target symptoms,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
TECHNIQUE ,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Telephone Encounter,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Termination Summary,Document Summary,N/A,55112-7,NULL,N,NULL,NULL
Test,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Test Data,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Test Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Testing and Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Testing/Carotid,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Testing/Venous,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
The child takes medications on weekends and over vacations?,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
The procedure was performed by,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Therapeutic Ultrasound,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Therapist's Signature,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Therapy Referral,Reason for Referral Section,1.3.6.1.4.1.19376.1.5.3.1.3.1,42349-1,NULL,N,NULL,NULL
Third Tri Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
This child is eligible for immunizations through the federal VFC Program because he/she,Immunizations,2.16.840.1.113883.10.20.22.2.2,11369-6,NULL,Y,NULL,NULL
This child is eligible for immunizations through the federal VFC Program because he/she*,Immunizations,2.16.840.1.113883.10.20.22.2.2,11369-6,NULL,Y,NULL,NULL
This student has the following problems that may impact his/her educational experience,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Thyroid Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Tobacco Treatment Checklist,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Today`s INR Test Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Today's Assessment and Plan,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Today's Assessment/Plan,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Today's Assessments and Plan,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Today's Assessments and Plans,Assessment and Plan,2.16.840.1.113883.10.20.22.2.9,51847-2,NULL,N,NULL,NULL
Today's Intervention/Plan,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Today's Interventions/Plan,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Today's Interventions/Plans,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Tone Audio,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Total # of Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Total # of Pharmacist Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
