nlp_Problem_Term,PPL_Id,Snomed_Concept_Id,Snomed_Preferred_Term,UMLS_CUI,Snomed_Description_Id,Snomed_Description,Snomed_Description_Type,ICD9_Code,ICD9_Description,ICD10_Code,ICD10_Description,STY,Excluded,ProblemCategory,Source
mixed connective tissue,264,398049005,Mixed collagen vascular disease,C0026272,1786074016,Mixed connective tissue disease,2,446.2,"Hypersensitivity angiitis, unspecified",M31.0,Hypersensitivity angiitis,Disease or Syndrome,N,NULL,MTERMS
mixed connective tissue disease,264,398049005,Mixed collagen vascular disease,C0026272,1786074016,Mixed connective tissue disease,2,446.2,"Hypersensitivity angiitis, unspecified",M31.0,Hypersensitivity angiitis,Disease or Syndrome,N,NULL,MTERMS
Mixed deafness,NULL,77507001,Mixed conductive AND sensorineural hearing loss,C0155552,1234121015,Mixed deafness,2,389.2,"Mixed hearing loss, unspecified",H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",Disease or Syndrome,N,NULL,MTERMS
Mixed developmental disorder,NULL,442059001,Mixed developmental disorder,C2711967,2819191012,Mixed developmental disorder,1,315.5,Mixed development disorder,F88,Other disorders of psychological development,Mental or Behavioral Dysfunction,N,NULL,PEPrL
Mixed glioma,NULL,443937008,Mixed glioma,C0259783,37292011,Mixed glioma,1,191.9,Malig neo brain NOS,C71.9,"Malignant neoplasm of brain, unspecified",Neoplastic Process,N,NULL,Subset
mixed headache,NULL,95657009,Chronic mixed headache syndrome,C0521665,158465012,Chronic mixed headache syndrome,1,339.89,Headache syndrome NEC,G44.59,Other complicated headache syndrome,Disease or Syndrome,N,NULL,MTERMS
mixed headache condition,NULL,95657009,Chronic mixed headache syndrome,C0521665,158465012,Chronic mixed headache syndrome,1,339.89,Headache syndrome NEC,G44.59,Other complicated headache syndrome,Disease or Syndrome,N,NULL,MTERMS
mixed headache disease,NULL,95657009,Chronic mixed headache syndrome,C0521665,158465012,Chronic mixed headache syndrome,1,339.89,Headache syndrome NEC,G44.59,Other complicated headache syndrome,Disease or Syndrome,N,NULL,MTERMS
mixed headache disorder,NULL,95657009,Chronic mixed headache syndrome,C0521665,158465012,Chronic mixed headache syndrome,1,339.89,Headache syndrome NEC,G44.59,Other complicated headache syndrome,Disease or Syndrome,N,NULL,MTERMS
mixed headache syndrome,NULL,95657009,Chronic mixed headache syndrome,C0521665,158465012,Chronic mixed headache syndrome,1,339.89,Headache syndrome NEC,G44.59,Other complicated headache syndrome,Disease or Syndrome,N,NULL,MTERMS
Mixed hearing loss,NULL,77507001,Mixed conductive AND sensorineural hearing loss,C0155552,1234119013,Mixed hearing loss,2,389.2,"Mixed hearing loss, unspecified",H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",Disease or Syndrome,N,NULL,MTERMS
Mixed hyperlipidaemia,NULL,267434003,Mixed hyperlipidemia,C2047520,398856016,Mixed hyperlipidaemia,1,272.2,Mixed hyperlipidemia,E78.2,Mixed hyperlipidemia,Disease or Syndrome,N,Hyperlipidemia,MTERMS
Mixed hyperlipidemia,NULL,267434003,Mixed hyperlipidemia,C2047520,398859011,Mixed hyperlipidemia,1,272.2,Mixed hyperlipidemia,E78.2,Mixed hyperlipidemia,Disease or Syndrome,N,Hyperlipidemia,Subset
Mixed incontinence,NULL,413343005,Mixed incontinence,C0869256,2474869014,Mixed incontinence,1,788.33,Mixed incontinence (male) (female),N39.46,Mixed incontinence,Sign or Symptom,N,NULL,PEPrL and Subset
Mixed oligoastrocytoma,NULL,22217002,Mixed glioma,C0259783,37293018,Mixed oligoastrocytoma,2,225,Benign neoplasm brain,D33.2,"Benign neoplasm of brain, unspecified",Neoplastic Process,N,NULL,MTERMS
Mixed receptive-expressive language condition,NULL,25766007,Mixed receptive-expressive language disorder,C0236827,43176013,Mixed receptive-expressive language disorder,1,315.32,Central auditory processing disorder,F80.2,Mixed receptive-expressive language disorder,Mental or Behavioral Dysfunction,N,NULL,MTERMS
Mixed receptive-expressive language disease,NULL,25766007,Mixed receptive-expressive language disorder,C0236827,43176013,Mixed receptive-expressive language disorder,1,315.32,Central auditory processing disorder,F80.2,Mixed receptive-expressive language disorder,Mental or Behavioral Dysfunction,N,NULL,MTERMS
Mixed receptive-expressive language disorder,NULL,25766007,Mixed receptive-expressive language disorder,C0236827,43176013,Mixed receptive-expressive language disorder,1,315.32,Central auditory processing disorder,F80.2,Mixed receptive-expressive language disorder,Mental or Behavioral Dysfunction,N,NULL,Subset
Mixed receptive-expressive language syndrome,NULL,25766007,Mixed receptive-expressive language disorder,C0236827,43176013,Mixed receptive-expressive language disorder,1,315.32,Central auditory processing disorder,F80.2,Mixed receptive-expressive language disorder,Mental or Behavioral Dysfunction,N,NULL,MTERMS
Mixed rhinitis,NULL,428869006,Mixed rhinitis,C1998267,2692780015,Mixed rhinitis,1,472,Chronic rhinitis,J31.0,Chronic rhinitis,Pathologic Function,N,NULL,Subset
Mixed type deafness,NULL,77507001,Mixed conductive AND sensorineural hearing loss,C0155552,128671010,Mixed type deafness,2,389.2,"Mixed hearing loss, unspecified",H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",Disease or Syndrome,N,NULL,MTERMS
MLNS,1046,75053002,Acute febrile mucocutaneous lymph node syndrome,C0026691,200500011,MLNS,2,446.1,Acute febrile mucocutaneous lymph node syndrome [MCLS],M30.3,Mucocutaneous lymph node syndrome [Kawasaki],Disease or Syndrome,N,NULL,MTERMS
MM - Malignant melanoma of skin,NULL,93655004,Malignant melanoma of skin,C0151779,1235799013,MM - Malignant melanoma of skin,2,172.9,Malig melanoma skin NOS,C43.9,"Malignant melanoma of skin, unspecified",Neoplastic Process,N,NULL,MTERMS
MMN - Motor neuropathy with multiple conduction block,NULL,230591002,Motor neuropathy with multiple conduction block,C0393847,345512014,MMN - Motor neuropathy with multiple conduction block,2,357.89,Inflam/tox neuropthy NEC,G62.89,Other specified polyneuropathies,Disease or Syndrome,N,NULL,MTERMS
MND - Motor neurone,NULL,37340000,Motor neuron disease,C0085084,486696014,MND - Motor neurone disease,2,335.2,Motor neuron disease,G12.20,"Motor neuron disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
MND - Motor neurone disease,NULL,37340000,Motor neuron disease,C0085084,486696014,MND - Motor neurone disease,2,335.2,Motor neuron disease,G12.20,"Motor neuron disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
Mobitz type 1 second degree atrioventricular block,NULL,54016002,Mobitz type I incomplete atrioventricular block,C0264907,1231273012,Mobitz type 1 second degree atrioventricular block,2,426.13,Other second degree atrioventricular block,I44.1,"Atrioventricular block, second degree",Pathologic Function,N,NULL,MTERMS
Mobitz type 2 second degree atrioventricular block,NULL,28189009,Mobitz type II atrioventricular block,C0155700,1225815019,Mobitz type 2 second degree atrioventricular block,2,426.12,Mobitz (type) II atrioventricular block,I44.1,"Atrioventricular block, second degree",Disease or Syndrome,N,NULL,MTERMS
Mobitz type I incomplete atrioventricular block,NULL,54016002,Mobitz type I incomplete atrioventricular block,C0264907,89784012,Mobitz type I incomplete atrioventricular block,1,426.13,Other second degree atrioventricular block,I44.1,"Atrioventricular block, second degree",Pathologic Function,N,NULL,Subset
Mobitz type I Wenckebach atrioventricular block,NULL,54016002,Mobitz type I incomplete atrioventricular block,C0264907,1231274018,Mobitz type I Wenckebach atrioventricular block,2,426.13,Other second degree atrioventricular block,I44.1,"Atrioventricular block, second degree",Pathologic Function,N,NULL,MTERMS
Mobitz type II atrioventricular block,NULL,28189009,Mobitz type II atrioventricular block,C0155700,47191011,Mobitz type II atrioventricular block,1,426.12,Mobitz (type) II atrioventricular block,I44.1,"Atrioventricular block, second degree",Disease or Syndrome,N,NULL,Subset
Mobitz type II incomplete atrioventricular block,NULL,28189009,Mobitz type II atrioventricular block,C0155700,47192016,Mobitz type II incomplete atrioventricular block,2,426.12,Mobitz (type) II atrioventricular block,I44.1,"Atrioventricular block, second degree",Disease or Syndrome,N,NULL,MTERMS
"Moderate bipolar I disorder, most recent episode depressed",NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110698012,"Moderate bipolar I disorder, most recent episode depressed",2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
"Moderate bipolar I disorder, most recent episode manic",NULL,82998009,Moderate manic bipolar I disorder,C0236768,137665012,"Moderate bipolar I disorder, most recent episode manic",2,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
"Moderate bipolar I disorder, most recent episode mixed",NULL,40926005,Moderate mixed bipolar I disorder,C0236782,68257011,"Moderate bipolar I disorder, most recent episode mixed",2,296.62,Bipol I currnt mixed-mod,F31.62,"Bipolar disorder, current episode mixed, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
"Moderate bipolar I disorder, single manic episode",NULL,28884001,"Moderate bipolar I disorder, single manic episode",C0236758,48369013,"Moderate bipolar I disorder, single manic episode",1,296.02,Bipol I single manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,PEPrL and Subset
Moderate cervical dysplasia,NULL,285838002,Cervical intraepithelial neoplasia grade 2,C0349459,424998018,Moderate cervical dysplasia,2,622.12,Moderate dysplasia of cervix,N87.1,Moderate cervical dysplasia,Neoplastic Process,N,NULL,MTERMS
Moderate chronic obstructive pulmonary,NULL,313297008,Moderate chronic obstructive pulmonary disease,C0730605,457169013,Moderate chronic obstructive pulmonary disease,1,496,"Chronic airway obstruction, not elsewhere classified",J44.9,"Chronic obstructive pulmonary disease, unspecified",Disease or Syndrome,N,Chronic Obstructive Pulmonary Disease,MTERMS
Moderate chronic obstructive pulmonary disease,NULL,313297008,Moderate chronic obstructive pulmonary disease,C0730605,457169013,Moderate chronic obstructive pulmonary disease,1,496,"Chronic airway obstruction, not elsewhere classified",J44.9,"Chronic obstructive pulmonary disease, unspecified",Disease or Syndrome,N,Chronic Obstructive Pulmonary Disease,PEPrL and Subset
Moderate depressed bipolar,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110699016,Moderate depressed bipolar disorder,2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
Moderate depressed bipolar condition,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110699016,Moderate depressed bipolar disorder,2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
Moderate depressed bipolar disease,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110699016,Moderate depressed bipolar disorder,2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
Moderate depressed bipolar disorder,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110699016,Moderate depressed bipolar disorder,2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
Moderate depressed bipolar I,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110697019,Moderate depressed bipolar I disorder,1,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate depressed bipolar I condition,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110697019,Moderate depressed bipolar I disorder,1,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate depressed bipolar I disease,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110697019,Moderate depressed bipolar I disorder,1,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate depressed bipolar I disorder,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110697019,Moderate depressed bipolar I disorder,1,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,NULL,PEPrL and Subset
Moderate depressed bipolar I syndrome,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110697019,Moderate depressed bipolar I disorder,1,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate depressed bipolar syndrome,NULL,66631006,Moderate depressed bipolar I disorder,C0236775,110699016,Moderate depressed bipolar disorder,2,296.52,Bipol I cur depress-mod,F31.32,"Bipolar disorder, current episode depressed, moderate",Mental or Behavioral Dysfunction,N,depression_synonym,MTERMS
Moderate depression,NULL,310496002,Moderate depression,C0588007,454083016,Moderate depression,1,311,Depressive disorder NEC,F32.9,"Major depressive disorder, single episode, unspecified",Mental or Behavioral Dysfunction,N,depression_diagnosis,Subset
Moderate dysplasia of cervix,NULL,285838002,Cervical intraepithelial neoplasia grade 2,C0349459,425001013,Moderate dysplasia of cervix,2,622.12,Moderate dysplasia of cervix,N87.1,Moderate cervical dysplasia,Neoplastic Process,N,NULL,MTERMS
Moderate fetal heart rate variability,NULL,426704002,Moderate fetal heart rate variability,C1959932,2673946011,Moderate fetal heart rate variability,1,763.83,Ab ftl hrt rt/rhy NOS,P03.819,"NB aff by abnlt in fetl hrt rate or rhythm, unsp time onset",Finding,N,NULL,PEPrL
Moderate left ventricular systolic dysfunction,NULL,9.81E+11,Moderate left ventricular systolic dysfunction,C3266752,2.181E+12,Moderate left ventricular systolic dysfunction,1,NULL,NULL,I51.89,Other ill-defined heart diseases,Disease or Syndrome,N,NULL,PEPrL
Moderate major depression,NULL,832007,Moderate major depression,C0270456,2451016,Moderate major depression,1,296.32,Recurr depr psychos-mod,F33.1,"Major depressive disorder, recurrent, moderate",Mental or Behavioral Dysfunction,N,depression_diagnosis,Subset
"Moderate major depression, single episode",NULL,15639000,"Moderate major depression, single episode",C0154404,26507014,"Moderate major depression, single episode",1,296.22,"Major depressive affective disorder, single episode, moderate",F32.1,"Major depressive disorder, single episode, moderate",Mental or Behavioral Dysfunction,N,NULL,PEPrL and Subset
Moderate manic bipolar,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137666013,Moderate manic bipolar disorder,2,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate manic bipolar condition,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137666013,Moderate manic bipolar disorder,2,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate manic bipolar disease,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137666013,Moderate manic bipolar disorder,2,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate manic bipolar disorder,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137666013,Moderate manic bipolar disorder,2,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate manic bipolar I,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137664011,Moderate manic bipolar I disorder,1,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Moderate manic bipolar I condition,NULL,82998009,Moderate manic bipolar I disorder,C0236768,137664011,Moderate manic bipolar I disorder,1,296.42,Bipol I currnt manic-mod,F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",Mental or Behavioral Dysfunction,N,NULL,MTERMS
